,PLANNING_A,PLANNING_1,geometry,within
2386,,JURONG WEST,"LINESTRING (103.71954141997863 1.3494812706156658, 103.71961031738134 1.3493408046338786, 103.71967109132869 1.3492101614545338, 103.71972825240178 1.3490935854643373)",HONG KAH
2387,,CLEMENTI,"LINESTRING (103.76757075874539 1.3208399472474632, 103.76739492530544 1.3206817222597471)",CLEMENTI NORTH
2388,,ANG MO KIO,"LINESTRING (103.84072405299587 1.3671534168142467, 103.84135899754426 1.366932246143058)",SHANGRI-LA
2389,,ANG MO KIO,"LINESTRING (103.84147086208885 1.3668901756413605, 103.84184343091236 1.3667607797065748)",SHANGRI-LA
2390,,ANG MO KIO,"LINESTRING (103.84237373385716 1.3666927587091335, 103.84250491340362 1.3667262413924768, 103.84270278674623 1.3668084455298997, 103.84276355536775 1.366855073409378)",SHANGRI-LA
2391,,ANG MO KIO,"LINESTRING (103.84326237749752 1.367361853623187, 103.8432998129136 1.3673897449662251, 103.84333343845526 1.3674319433677333)",SHANGRI-LA
2392,,ANG MO KIO,"LINESTRING (103.83754548236384 1.3660492843488221, 103.83749959965259 1.3660589575100024, 103.8371549016105 1.3661846321689564, 103.83709503722484 1.3662351292541395, 103.83707987118507 1.3662404189048416, 103.83705900462637 1.3662476963571168)",SHANGRI-LA
2393,,ANG MO KIO,"LINESTRING (103.83707987118507 1.3662404189048416, 103.83710374087217 1.3663042570397044)",SHANGRI-LA
2394,,ANG MO KIO,"LINESTRING (103.83684136919254 1.3704273763570376, 103.83685753619963 1.3703761703231896, 103.8369155459226 1.3702445653375923, 103.83696547302964 1.3701340184851214, 103.83724453051188 1.3696610409483891)",KEBUN BAHRU
2395,,ANG MO KIO,"LINESTRING (103.8366975976206 1.3708716428037715, 103.83672451412836 1.3707443851461578, 103.83674795323 1.3706631279821626)",KEBUN BAHRU
2396,,SEMBAWANG,"LINESTRING (103.82982856250689 1.4472112021913281, 103.82982240179825 1.4471507490869937, 103.82982240184882 1.4471178646147431, 103.82983838623676 1.447057903518617, 103.82987439772546 1.4469944787402524, 103.83008830988206 1.4466801963988647, 103.83017562700944 1.4465459853341023, 103.83023981873366 1.4463600536747565, 103.83033410989748 1.4462060424743095, 103.83044512041981 1.4460298038403392, 103.83053887958346 1.4458772549862482, 103.83058515035366 1.445805803980689, 103.83069755451741 1.4456706406299822)",SEMBAWANG EAST
2397,,SEMBAWANG,"LINESTRING (103.8339482119411 1.4462860453009803, 103.83393684014982 1.4462374050072428, 103.83393504922891 1.446192345086749, 103.83394591867771 1.4461476767523047, 103.83396745989178 1.4460930079611032, 103.83400571954668 1.4460294727830973, 103.83407034319927 1.4459309305817043, 103.8341649405109 1.4457801912081065, 103.83428385297918 1.4455536986994864, 103.8343305989784 1.4454674468003519, 103.8346977636118 1.4448781849257215, 103.83472911030961 1.4448246420535291, 103.83473216910886 1.4447723770644787)",SEMBAWANG EAST
2398,,TAMPINES,"LINESTRING (103.94729616841215 1.3456121178657778, 103.94724760282516 1.3456845107627842, 103.94709676441089 1.3456866865081145, 103.9470507211211 1.3456436952668511, 103.94691436189305 1.3456608565153778, 103.94678925147734 1.345672527748427, 103.94670129942003 1.345689001212208, 103.9465787809851 1.3457123376877511, 103.94646878438782 1.3457445942065058, 103.94635242587559 1.3457940067775394, 103.94610718767316 1.3459182215652346)",TAMPINES EAST
2399,,JURONG WEST,"LINESTRING (103.6963695667893 1.3419222966997635, 103.69624678535652 1.3420647095939433, 103.69609461962507 1.342233154686773, 103.69604048910904 1.3422906003136759, 103.6959626559914 1.3423238321187276, 103.69589110101533 1.3424228439415826)",YUNNAN
2400,,JURONG WEST,"LINESTRING (103.6968974230963 1.3452821954567733, 103.69690255576505 1.3453289033242557, 103.69691624924762 1.3453388575017085, 103.69693374607435 1.34535340695583, 103.69706841545253 1.3465247738977735, 103.6971114697098 1.3465608730196656, 103.69712464860626 1.3465981407055483, 103.69709949190796 1.3466742992231704)",YUNNAN
2401,,TAMPINES,"LINESTRING (103.94500790191407 1.3469191415581294, 103.9449388161832 1.3469996592525826, 103.94481761374162 1.3471545948330736, 103.94476913361672 1.347231452523152, 103.9447194415526 1.3473131893051746, 103.9446952016199 1.3473644270911702, 103.94468793022337 1.347398585206256, 103.94468914387696 1.3474315229457046)",TAMPINES EAST
2402,,TAMPINES,"LINESTRING (103.94519716750095 1.3464079861052796, 103.94493213594751 1.346695899492011, 103.94470912170972 1.346939894163189, 103.94462508717471 1.3470326114860702, 103.94455559703852 1.3471123161673144, 103.94433580424702 1.347122086135474, 103.94419843054655 1.34704239093921, 103.94409499428201 1.346956188196766, 103.94388812128031 1.3467528770034112, 103.94377659645406 1.3464926318075812, 103.94375257794154 1.3462928727309977, 103.94375234602607 1.3462909392139535)",TAMPINES EAST
2403,,PASIR RIS,"LINESTRING (103.95618781582591 1.3666686238278438, 103.95618065205473 1.3667669708749457, 103.9561806435872 1.3668655816274464, 103.95618779219458 1.3669639297463811, 103.95620205831408 1.3670614897991795, 103.95622336733892 1.3671577408768705, 103.95625160332851 1.3672521674986722, 103.95628661709581 1.3673442677509637, 103.9563282208157 1.3674335469569432)",PASIR RIS DRIVE
2404,,PASIR RIS,"LINESTRING (103.9563761562779 1.3675489736597495, 103.95638723448022 1.3676325650957788, 103.95640345873599 1.367715300739454, 103.95642476523115 1.3677968613540463, 103.95645107218027 1.3678769286081065, 103.95648227713137 1.3679551941192307, 103.95651825876271 1.3680313549321155)",PASIR RIS DRIVE
2405,,PASIR RIS,"LINESTRING (103.95657133518861 1.3682570412018205, 103.95658507567377 1.3683546048937991, 103.95660461995811 1.3684511608259053, 103.95662989883465 1.368546359013371, 103.95666081883536 1.3686398548987628, 103.95669726941966 1.368731310256111, 103.95673911848165 1.3688203940953874)",PASIR RIS DRIVE
2406,,WOODLANDS,"LINESTRING (103.80217497478831 1.4404118982825413, 103.80237947743768 1.439953193395081)",WOODLANDS EAST
2407,,WOODLANDS,"LINESTRING (103.80272527444589 1.439159533105941, 103.8028369852064 1.438895470382311, 103.80282663635138 1.4388742312634157)",WOODLANDS EAST
2408,,PASIR RIS,"LINESTRING (103.93822227976496 1.37944987816622, 103.93809699060446 1.379257967103894, 103.93804771639185 1.3791940552611064, 103.93774957236954 1.3787722411180716)",ELIAS
2409,,PASIR RIS,"LINESTRING (103.93596666804109 1.37685120843498, 103.93595213311404 1.376817741311345, 103.93594227877435 1.3767825882526703, 103.93593729195297 1.3767464103401272, 103.9359372652315 1.3767098849374502, 103.9359421995377 1.3766736993603552)",ELIAS
2410,,PASIR RIS,"LINESTRING (103.95964061362697 1.3675798832481703, 103.95963010269358 1.3675723965909452, 103.95955549823609 1.3675034682520988, 103.95943679736561 1.3673288024160763, 103.9591747392386 1.3669496072709806)",PASIR RIS DRIVE
2411,,PASIR RIS,"LINESTRING (103.93722193407032 1.3779776170955045, 103.93721711232483 1.3779981608108738, 103.93722261771825 1.3780152819644862)",ELIAS
2412,,PASIR RIS,"LINESTRING (103.93674816387625 1.377874776525179, 103.93663358037686 1.3777633513758742, 103.93636707275184 1.377403158919413, 103.93634003681224 1.3773889073383758)",ELIAS
2413,,PASIR RIS,"LINESTRING (103.93625647482192 1.3806473968828419, 103.93625837525902 1.380646357687267, 103.93665099557133 1.3804300215088536)",ELIAS
2414,,PASIR RIS,"LINESTRING (103.93752946512231 1.3784578717324503, 103.93737151860965 1.3782300525286648)",ELIAS
2415,,PASIR RIS,"LINESTRING (103.93695931121427 1.378187030180401, 103.93694556136954 1.37823102441201, 103.93692638405811 1.3782729099072333, 103.93690208656224 1.3783120119978944, 103.93687306242907 1.378347700325815, 103.93682665093012 1.378383502459194, 103.93677651011738 1.3784137854289795, 103.93671577211465 1.378436468596272, 103.93665738501537 1.378464719820862, 103.93660184931329 1.3784982939987775, 103.93654964393484 1.3785369035220245, 103.93650121815153 1.3785802146613502, 103.93645698888493 1.3786278566101142, 103.93641733621342 1.3786794187713058, 103.93640316205284 1.3787192873161802, 103.93638257645254 1.378756216961324, 103.9363561544539 1.3787891694731078, 103.93632464003501 1.3788172232733182, 103.9362889146613 1.3788395888147242, 103.93624998201132 1.378855641138771)",ELIAS
2416,,PASIR RIS,"LINESTRING (103.9358448670065 1.3808711703995693, 103.93616196693665 1.3806990799022305, 103.93618879140513 1.38068441087534)",ELIAS
2417,,WOODLANDS,"LINESTRING (103.80143632065784 1.4335486787792966, 103.80146420521487 1.4339189943803967, 103.80147848816944 1.4339990045368731, 103.80149498093522 1.4340670102010755, 103.80151391952138 1.4341462707049588, 103.80153700609085 1.434220563597129, 103.80155748875936 1.4342785191233711, 103.80160042670246 1.4343808258604787, 103.80163594452543 1.4344487865707705, 103.8016765985838 1.4345265750717846, 103.8017292884287 1.4346041141350092, 103.80176305604088 1.4346541982628316, 103.80188635201851 1.434803016626886, 103.8020793402405 1.4350260588767945)",WOODLANDS EAST
2418,,WOODLANDS,"LINESTRING (103.80136761030118 1.433370580576711, 103.80139353514394 1.4334070611617344, 103.80143632065784 1.4335486787792966)",WOODLANDS EAST
2419,,WOODLANDS,"LINESTRING (103.80215021034356 1.4351141729044956, 103.8020793402405 1.4350260588767945)",WOODLANDS EAST
2420,,PASIR RIS,"LINESTRING (103.94061364794025 1.380234737744517, 103.9406900266416 1.3801751711459758)",ELIAS
2421,,JURONG WEST,"LINESTRING (103.7207639650116 1.3381041788655665, 103.72082340020197 1.3380024561717025, 103.72083479383849 1.3379841578211458)",TAMAN JURONG
2422,,JURONG WEST,"LINESTRING (103.72490755648784 1.3328937205754932, 103.72491731012448 1.3329183766542894, 103.72492104219705 1.3329714891504187, 103.72492103468389 1.3331227275722868, 103.7249323423465 1.3335280192257586, 103.72493356568451 1.3335598609943997)",TAMAN JURONG
2423,,JURONG WEST,"LINESTRING (103.72446578945369 1.3329454495143218, 103.72483387901109 1.3328628405509304)",TAMAN JURONG
2424,,JURONG WEST,"LINESTRING (103.72483387901109 1.3328628405509304, 103.72484287453219 1.3328608884301378, 103.72486577233083 1.3328627723287039, 103.72487808497539 1.332868642189813, 103.72490755648784 1.3328937205754932)",TAMAN JURONG
2425,,TOA PAYOH,"LINESTRING (103.87258597767227 1.3378208555018383, 103.87262643478783 1.3378474883792315, 103.87268349241509 1.337795419588143)",SENNETT
2426,,TOA PAYOH,"LINESTRING (103.87086106573153 1.3379557758347536, 103.87088519954074 1.3379772694902068, 103.87092276249902 1.337952383518073, 103.87094843861668 1.3379399408776156)",SENNETT
2427,,TOA PAYOH,"LINESTRING (103.87652753537378 1.3421342590722307, 103.87650775413391 1.3421147341998274, 103.87647763374878 1.3421284765492707)",BIDADARI
2428,,SENGKANG,"LINESTRING (103.88529817613586 1.3950062879520244, 103.88505903364094 1.3950497416004188)",BUANGKOK
2429,,TOA PAYOH,"LINESTRING (103.87361690653645 1.337782770376782, 103.8737709654504 1.337794253253382, 103.87381851441518 1.3377913811077096)",SENNETT
2430,,TOA PAYOH,"LINESTRING (103.87618257984252 1.3419171182802492, 103.87617211837618 1.3418922330737653, 103.87611601138653 1.3418912772444993)",BIDADARI
2431,,TOA PAYOH,"LINESTRING (103.87534096115348 1.341723794362413, 103.87469619596602 1.3415610949125478)",BIDADARI
2432,,TOA PAYOH,"LINESTRING (103.86832158143665 1.3381474773475779, 103.86909415012711 1.3378821518633606, 103.86915463289324 1.3378752597191788)",WOODLEIGH
2433,,DOWNTOWN CORE,"LINESTRING (103.85612215665452 1.2796683639638726, 103.8559107435873 1.2798054720823007)",BAYFRONT SUBZONE
2434,,DOWNTOWN CORE,"LINESTRING (103.86190435757405 1.275982670776839, 103.86182984895459 1.2759666146103552, 103.86172220864763 1.276036836122048, 103.86167617335678 1.276066866972483, 103.86102014653406 1.2764948367994928, 103.86009543273587 1.277098089671538, 103.85979362339597 1.2772949793783963, 103.8597837368593 1.277301386905899, 103.8594344490725 1.2775277937229716, 103.8587243433577 1.277988081906688, 103.85872122827196 1.2780026214117086, 103.85869809848533 1.278039149843139)",MARINA SOUTH
2435,,DOWNTOWN CORE,"LINESTRING (103.85603102234965 1.2775076571002937, 103.85586923726808 1.2776234507010578, 103.85574430266462 1.2777031697573118, 103.85523195686517 1.2780300930690751, 103.85509498098874 1.2781174965857756, 103.85478625869254 1.2783144897695409)",CENTRAL SUBZONE
2436,,DOWNTOWN CORE,"LINESTRING (103.85612215665452 1.2796683639638726, 103.85698917679373 1.2791170507171745, 103.85705693162436 1.2790847470788236, 103.85712112188234 1.279142173650332, 103.85734935464042 1.2794975027992546, 103.85740270709361 1.2795915046936084)",BAYFRONT SUBZONE
2437,,DOWNTOWN CORE,"LINESTRING (103.85836270187973 1.278264605890638, 103.85831901081171 1.2782965322074749, 103.85831530886114 1.278298932428103, 103.85810006198858 1.2784384527038342, 103.85809822987969 1.2784393733650594, 103.85785738077993 1.2785602594308283, 103.85777176326867 1.2786157584115463, 103.8577310220336 1.2786421644470545, 103.85741693477607 1.2788457535301456, 103.85740238304885 1.2788551861931448, 103.8573640705554 1.2788818372828352)",BAYFRONT SUBZONE
2438,,DOWNTOWN CORE,"LINESTRING (103.8607745374756 1.2896174723238119, 103.86078342758003 1.289863208936252, 103.86077540861207 1.2901627554354982, 103.86076033886567 1.290721246060894, 103.86075012657082 1.2907706832715882, 103.86074477925578 1.2909297619959879, 103.86073164865353 1.2909938834088577, 103.8606903122454 1.2910878627298563, 103.86067201903737 1.291106949546196, 103.86075593762229 1.2912070600071544)",MARINA CENTRE
2439,,DOWNTOWN CORE,"LINESTRING (103.86074932269239 1.2890371154944908, 103.86074105738297 1.2892397584082318, 103.86069982400484 1.2893870256146087)",MARINA CENTRE
2440,,TOA PAYOH,"LINESTRING (103.8757061381527 1.3418061005461592, 103.87561199059833 1.3417505886901782, 103.8754563916796 1.3417087491702497, 103.87534096115348 1.341723794362413)",BIDADARI
2441,,TOA PAYOH,"LINESTRING (103.87683794229277 1.3426089850691367, 103.87672229998816 1.3423869349698534, 103.87652753537378 1.3421342590722307)",BIDADARI
2442,,JURONG WEST,"LINESTRING (103.72156511727881 1.34298368700088, 103.7215652924716 1.342984263088017, 103.72163907556927 1.3432274107404973, 103.72179251534095 1.3435231371812044, 103.72184841736501 1.3436227688724398, 103.72192930593333 1.3438544079245955, 103.72197188993009 1.3440443188240667, 103.7219718889357 1.3440464341285352, 103.72197188884896 1.3440483495688604)",JURONG LAKE
2443,,SEMBAWANG,"LINESTRING (103.82430064868561 1.4496603609779892, 103.82432725091195 1.4496493197087545, 103.82449803572918 1.449568151034696, 103.82494979383854 1.4493305257859166)",ADMIRALTY
2444,,YISHUN,"LINESTRING (103.83568177424807 1.4305222939021218, 103.83572469915869 1.430521400346047)",NORTHLAND
2445,,SEMBAWANG,"LINESTRING (103.8221521191543 1.4499883839187977, 103.8221504504525 1.4499882998046931, 103.8217979446705 1.4499596260799608, 103.8217669114789 1.4499603611682763, 103.82173929115733 1.4499644017228828)",ADMIRALTY
2446,,SEMBAWANG,"LINESTRING (103.81861515435081 1.4510990523238414, 103.81847579700658 1.4510265585234987)",SEMBAWANG CENTRAL
2447,,YISHUN,"LINESTRING (103.83089087458762 1.4143217154991778, 103.83110380298689 1.414244398023756, 103.83124113682162 1.414176323965196)",KHATIB
2448,,YISHUN,"LINESTRING (103.83681467260728 1.4294851915390772, 103.83679981440675 1.429509093897548)",YISHUN CENTRAL
2449,,YISHUN,"LINESTRING (103.84562032096329 1.4238557947355945, 103.845710865215 1.42376963459996)",YISHUN EAST
2450,,YISHUN,"LINESTRING (103.83016634894507 1.4289556996378436, 103.83008877332891 1.429022954353712, 103.83007072776498 1.429038238076674)",YISHUN WEST
2451,,YISHUN,"LINESTRING (103.83056459046664 1.428587211686838, 103.83052475221557 1.4286213577033757, 103.83052059260515 1.4286416253960765, 103.83051358806777 1.4286473527235695)",YISHUN WEST
2452,,YISHUN,"LINESTRING (103.83824827275494 1.4278150188265903, 103.83825115538777 1.4277907113292072, 103.83825342247665 1.4277626091224982, 103.83825303331872 1.4277308858487048, 103.83824163998236 1.4276915035412439, 103.8381613890625 1.4275327571104488, 103.83811566489643 1.4274383271520732)",YISHUN CENTRAL
2453,,YISHUN,"LINESTRING (103.83739160683818 1.4283134886714424, 103.83773703898665 1.4281399921607754)",YISHUN CENTRAL
2454,,YISHUN,"LINESTRING (103.84635723308662 1.4235749838816951, 103.84640690989218 1.4235772870135377, 103.84646017915614 1.423560576778187, 103.84658477328581 1.4235657743444778)",YISHUN EAST
2455,,YISHUN,"LINESTRING (103.8466026345913 1.4235687794422036, 103.84672903487801 1.423572061547558)",YISHUN EAST
2456,,TAMPINES,"LINESTRING (103.95756701092269 1.343364281901186, 103.95758748253691 1.343270519278637, 103.95758845518093 1.3432607240802763, 103.95758692533268 1.3432507897381571, 103.95759130409603 1.3432347452216955, 103.9576276195731 1.3431149696140217, 103.95765868381224 1.3430295718007068, 103.95769571434252 1.3429237414231887)",SIMEI
2457,,TAMPINES,"LINESTRING (103.95523741068754 1.3430353395611132, 103.95515946606444 1.3431246519751716, 103.95508999292757 1.3432115854892526)",SIMEI
2458,,TAMPINES,"LINESTRING (103.95591816184594 1.3443993144128923, 103.95595055890456 1.3444256586612326, 103.9560636275686 1.3445036415397424, 103.95608109971104 1.344514901776317)",SIMEI
2459,,YISHUN,"LINESTRING (103.84071247889592 1.428583636440371, 103.8407296014097 1.428530372973131, 103.84076540197935 1.4284489104765725, 103.84078096821928 1.4284238450780533)",YISHUN EAST
2460,,YISHUN,"LINESTRING (103.84277997327288 1.4311460514341376, 103.84276534778604 1.4311519886430542, 103.84263494145235 1.4312216396613393, 103.84256438134395 1.4312634758175728)",YISHUN EAST
2461,,YISHUN,"LINESTRING (103.8448182100172 1.430561165590861, 103.84488479280007 1.4305016960998773)",YISHUN EAST
2462,,YISHUN,"LINESTRING (103.84563564830745 1.4297911226834226, 103.8455652133434 1.4298596611772272, 103.84548738475839 1.4299297660663586)",YISHUN EAST
